order_id,customer_name,new_order_date,order_year,month_name,order_month,order_day,category,sub_category,net_sales,discount,profit,total_sales,profit_percentage,region,city,Product_price
OD3985,James,26-10-2018,2018,October,10,26,Snacks,Cookies,417.2,0.26,327.8,745,78.57142857,East,Karur,745.26
OD3986,Sheeba,30-11-2016,2016,November,11,30,Oil & Masala,Spices,1333.92,0.3,254.08,1588,19.04761905,East,Ooty,1588.3
OD3987,Amy,09-01-2018,2018,January,1,9,Snacks,Cookies,866.88,0.12,337.12,1204,38.88888889,East,Karur,1204.12
OD3988,Hafiz,18-11-2015,2015,November,11,18,Oil & Masala,Edible Oil & Ghee,1267.72,0.34,278.28,1546,21.95121951,East,Bodi,1546.34
OD3989,Aditi,03-11-2018,2018,November,11,3,Snacks,Cookies,1047.2,0.28,184.8,1232,17.64705882,East,Madurai,1232.28
OD3990,Komal,17-12-2015,2015,December,12,17,"Eggs, Meat & Fish",Mutton,952.2,0.19,105.8,1058,11.11111111,East,Coimbatore,1058.19
OD3991,Ramesh,02-03-2018,2018,March,3,2,Snacks,Cookies,1687.03,0.24,623.97,2311,36.98630137,East,Cumbum,2311.24
OD3992,Sheeba,24-02-2018,2018,February,2,24,Bakery,Biscuits,465.85,0.21,139.15,605,29.87012987,East,Chennai,605.21
OD3993,Anu,03-12-2017,2017,December,12,3,Bakery,Cakes,667.99,0.27,329.01,997,49.25373134,East,Madurai,997.27
OD3994,James,02-12-2018,2018,December,12,2,Food Grains,Rice,867.33,0.22,389.67,1257,44.92753623,East,Krishnagiri,1257.22
OD3995,Willams,14-05-2018,2018,May,5,14,Fruits & Veggies,Fresh Vegetables,1072.74,0.29,809.26,1882,75.43859649,East,Ooty,1882.29
OD3996,James,16-04-2018,2018,April,4,16,Snacks,Cookies,853.5,0.2,284.5,1138,33.33333333,East,Trichy,1138.2
OD3997,Veena,30-03-2018,2018,March,3,30,Oil & Masala,Edible Oil & Ghee,856.96,0.28,482.04,1339,56.25,East,Dindigul,1339.28
OD3998,Vinne,05-09-2017,2017,September,9,5,Snacks,Cookies,1254.16,0.12,801.84,2056,63.93442623,East,Ramanadhapuram,2056.12
OD3999,Vinne,05-09-2017,2017,September,9,5,Oil & Masala,Masalas,1923.65,0.24,511.35,2435,26.58227848,East,Chennai,2435.24
OD4000,Hussain,19-11-2018,2018,November,11,19,Snacks,Chocolates,759.45,0.25,485.55,1245,63.93442623,East,Tirunelveli,1245.25
OD4001,Sharon,12-09-2015,2015,September,9,12,Beverages,Health Drinks,690.65,0.14,36.35,727,5.263157895,East,Theni,727.14
OD4002,Willams,09-12-2018,2018,December,12,9,Oil & Masala,Masalas,1540.68,0.22,541.32,2082,35.13513514,East,Tenkasi,2082.22
OD4003,Akash,01-12-2018,2018,December,12,1,Bakery,Biscuits,1078.68,0.29,133.32,1212,12.35955056,East,Vellore,1212.29
OD4004,Ram,03-04-2017,2017,April,4,3,Snacks,Noodles,1414.38,0.12,728.62,2143,51.51515152,East,Krishnagiri,2143.12
OD4005,Veronica,21-09-2018,2018,September,9,21,"Eggs, Meat & Fish",Eggs,1540,0.34,660,2200,42.85714286,South,Salem,2200.34
OD4006,Willams,10-12-2016,2016,December,12,10,"Eggs, Meat & Fish",Mutton,951.75,0.19,223.25,1175,23.45679012,South,Coimbatore,1175.19
OD4007,James,10-09-2018,2018,September,9,10,Beverages,Soft Drinks,2277,0.14,198,2475,8.695652174,South,Bodi,2475.14
OD4008,Sheeba,16-02-2017,2017,February,2,16,Food Grains,Rice,1560.9,0.15,254.1,1815,16.27906977,South,Madurai,1815.15
OD4009,Sundar,19-07-2017,2017,July,7,19,Beverages,Soft Drinks,1435.2,0.32,358.8,1794,25,South,Chennai,1794.32
OD4010,Ravi,11-09-2017,2017,September,9,11,Food Grains,Dals & Pulses,1038.8,0.21,445.2,1484,42.85714286,South,Dharmapuri,1484.21
OD4011,James,27-12-2017,2017,December,12,27,Fruits & Veggies,Organic Fruits,1551.25,0.18,273.75,1825,17.64705882,South,Krishnagiri,1825.18
OD4012,Sharon,04-05-2018,2018,May,5,4,Oil & Masala,Edible Oil & Ghee,1308.08,0.19,267.92,1576,20.48192771,South,Ooty,1576.19
OD4013,Sharon,12-04-2017,2017,April,4,12,Snacks,Chocolates,1090.98,0.12,163.02,1254,14.94252874,South,Vellore,1254.12
OD4014,Ganesh,25-07-2017,2017,July,7,25,Food Grains,Atta & Flour,584.1,0.34,64.9,649,11.11111111,South,Coimbatore,649.34
OD4015,Jonas,04-05-2018,2018,May,5,4,Snacks,Cookies,661.65,0.29,541.35,1203,81.81818182,South,Tirunelveli,1203.29
OD4016,Ravi,17-11-2018,2018,November,11,17,Food Grains,Organic Staples,970.45,0.29,522.55,1493,53.84615385,South,Trichy,1493.29
OD4017,Ganesh,02-06-2015,2015,June,6,2,Snacks,Noodles,894.6,0.18,170.4,1065,19.04761905,South,Vellore,1065.18
OD4018,Veena,09-01-2016,2016,January,1,9,Oil & Masala,Edible Oil & Ghee,414.64,0.35,169.36,584,40.84507042,South,Chennai,584.35
OD4019,Surya,11-06-2016,2016,June,6,11,"Eggs, Meat & Fish",Chicken,1243.32,0.16,350.68,1594,28.20512821,South,Viluppuram,1594.16
OD4020,Veronica,02-07-2017,2017,July,7,2,Bakery,Breads & Buns,1672.05,0.12,682.95,2355,40.84507042,South,Chennai,2355.12
OD4021,Alan,02-11-2018,2018,November,11,2,Food Grains,Rice,1021.79,0.33,305.21,1327,29.87012987,South,Virudhunagar,1327.33
OD4022,Ram,02-09-2015,2015,September,9,2,Fruits & Veggies,Organic Vegetables,1692,0.16,564,2256,33.33333333,South,Madurai,2256.16
OD4023,James,14-09-2015,2015,September,9,14,Bakery,Biscuits,692.56,0.32,94.44,787,13.63636364,South,Virudhunagar,787.32
OD4024,Suresh,19-11-2018,2018,November,11,19,Oil & Masala,Spices,1396.56,0.16,719.44,2116,51.51515152,South,Cumbum,2116.16
OD4025,Ganesh,19-07-2017,2017,July,7,19,Oil & Masala,Spices,2343.42,0.33,149.58,2493,6.382978723,South,Ooty,2493.33
OD4026,Vinne,21-09-2016,2016,September,9,21,"Eggs, Meat & Fish",Fish,766.92,0.21,157.08,924,20.48192771,South,Theni,924.21
OD4027,Rumaiza,18-06-2016,2016,June,6,18,Bakery,Breads & Buns,1090.26,0.23,255.74,1346,23.45679012,South,Coimbatore,1346.23
OD4028,Peer,18-06-2016,2016,June,6,18,Fruits & Veggies,Organic Vegetables,2234.4,0.32,117.6,2352,5.263157895,South,Perambalur,2352.32
OD4029,Shree,11-02-2015,2015,February,2,11,"Eggs, Meat & Fish",Chicken,735.35,0.13,601.65,1337,81.81818182,South,Perambalur,1337.13
OD4030,Jonas,04-09-2016,2016,September,9,4,Food Grains,Rice,347.2,0.13,272.8,620,78.57142857,South,Bodi,620.13
OD4031,Ravi,21-09-2016,2016,September,9,21,Snacks,Noodles,847.2,0.26,564.8,1412,66.66666667,South,Madurai,1412.26
OD4032,Esther,05-09-2017,2017,September,9,5,Food Grains,Atta & Flour,748.8,0.19,291.2,1040,38.88888889,South,Perambalur,1040.19
OD4033,Sudeep,18-09-2017,2017,September,9,18,Snacks,Cookies,1092.85,0.31,894.15,1987,81.81818182,South,Salem,1987.31
OD4034,Malik,04-06-2018,2018,June,6,4,Food Grains,Organic Staples,797.04,0.3,174.96,972,21.95121951,South,Bodi,972.3
OD4035,Shah,20-10-2018,2018,October,10,20,Beverages,Health Drinks,1979.72,0.11,322.28,2302,16.27906977,South,Cumbum,2302.11
OD4036,Yusuf,23-08-2016,2016,August,8,23,Beverages,Soft Drinks,392.6,0.11,211.4,604,53.84615385,South,Tenkasi,604.11
OD4037,Esther,04-09-2016,2016,September,9,4,"Eggs, Meat & Fish",Eggs,1020,0.29,180,1200,17.64705882,South,Vellore,1200.29
OD4038,Amrish,22-09-2018,2018,September,9,22,Beverages,Health Drinks,1633.77,0.14,383.23,2017,23.45679012,South,Ooty,2017.14
OD4039,Ramesh,07-05-2016,2016,May,5,7,Fruits & Veggies,Fresh Vegetables,639,0.33,213,852,33.33333333,South,Virudhunagar,852.33
OD4040,Vinne,02-06-2015,2015,June,6,2,Oil & Masala,Edible Oil & Ghee,1133.28,0.18,440.72,1574,38.88888889,South,Kanyakumari,1574.18
OD4041,Adavan,21-09-2016,2016,September,9,21,Fruits & Veggies,Fresh Vegetables,354.54,0.26,267.46,622,75.43859649,South,Dindigul,622.26
OD4042,Shree,18-06-2016,2016,June,6,18,Beverages,Health Drinks,1479,0.12,493,1972,33.33333333,South,Salem,1972.12
OD4043,Sudeep,19-09-2017,2017,September,9,19,Oil & Masala,Masalas,545.34,0.21,348.66,894,63.93442623,South,Ooty,894.21
OD4044,Komal,21-07-2018,2018,July,7,21,Oil & Masala,Edible Oil & Ghee,759.32,0.24,166.68,926,21.95121951,South,Ooty,926.24
OD4045,Sundar,23-08-2016,2016,August,8,23,Beverages,Soft Drinks,1393.21,0.34,137.79,1531,9.89010989,South,Nagercoil,1531.34
OD4046,Akash,23-08-2016,2016,August,8,23,Food Grains,Dals & Pulses,892.44,0.16,439.56,1332,49.25373134,South,Virudhunagar,1332.16
OD4047,Ravi,09-01-2016,2016,January,1,9,Beverages,Health Drinks,1720.17,0.35,772.83,2493,44.92753623,South,Ramanadhapuram,2493.35
OD4048,Sudha,20-12-2016,2016,December,12,20,Bakery,Biscuits,623.76,0.28,54.24,678,8.695652174,South,Virudhunagar,678.28
OD4049,Surya,28-11-2015,2015,November,11,28,Fruits & Veggies,Fresh Fruits,508.76,0.14,135.24,644,26.58227848,South,Madurai,644.14
OD4050,Sabeela,20-01-2015,2015,January,1,20,Bakery,Cakes,1551,0.15,799,2350,51.51515152,South,Karur,2350.15
OD4051,Arvind,16-04-2017,2017,April,4,16,Oil & Masala,Spices,844.2,0.2,415.8,1260,49.25373134,South,Salem,1260.2
OD4052,Ramesh,22-09-2018,2018,September,9,22,Fruits & Veggies,Organic Fruits,815.3,0.33,499.7,1315,61.29032258,South,Coimbatore,1315.33
OD4053,Adavan,04-09-2017,2017,September,9,4,Bakery,Breads & Buns,1026.72,0.13,399.28,1426,38.88888889,South,Madurai,1426.13
OD4054,Ravi,29-09-2017,2017,September,9,29,Snacks,Cookies,1474.36,0.22,323.64,1798,21.95121951,South,Dharmapuri,1798.22
OD4055,Suresh,13-08-2016,2016,August,8,13,Fruits & Veggies,Fresh Vegetables,1216.95,0.1,778.05,1995,63.93442623,South,Madurai,1995.1
OD4056,Adavan,02-09-2018,2018,September,9,2,Oil & Masala,Edible Oil & Ghee,636.12,0.18,479.88,1116,75.43859649,South,Perambalur,1116.18
OD4057,Jackson,21-04-2016,2016,April,4,21,Snacks,Chocolates,1202.5,0.23,422.5,1625,35.13513514,South,Trichy,1625.23
OD4058,Suresh,09-05-2016,2016,May,5,9,Snacks,Chocolates,593.34,0.11,88.66,682,14.94252874,South,Trichy,682.11
OD4059,Esther,21-07-2018,2018,July,7,21,Snacks,Cookies,880.08,0.25,663.92,1544,75.43859649,South,Dharmapuri,1544.25
OD4060,Harish,20-01-2015,2015,January,1,20,Bakery,Cakes,682.63,0.24,84.37,767,12.35955056,South,Kanyakumari,767.24
OD4061,Haseena,24-01-2018,2018,January,1,24,Fruits & Veggies,Organic Vegetables,653.79,0.3,49.21,703,7.52688172,South,Dindigul,703.3
OD4062,Sheeba,02-04-2018,2018,April,4,2,Food Grains,Organic Staples,583.28,0.27,50.72,634,8.695652174,South,Theni,634.27
OD4063,Esther,23-08-2016,2016,August,8,23,Fruits & Veggies,Organic Vegetables,1223.6,0.34,106.4,1330,8.695652174,South,Tirunelveli,1330.34
OD4064,Haseena,25-12-2017,2017,December,12,25,"Eggs, Meat & Fish",Mutton,1102.41,0.19,258.59,1361,23.45679012,South,Cumbum,1361.19
OD4065,Yusuf,02-04-2015,2015,April,4,2,Beverages,Health Drinks,1152.92,0.23,364.08,1517,31.57894737,South,Krishnagiri,1517.23
OD4066,Hafiz,09-01-2016,2016,January,1,9,Snacks,Chocolates,670.8,0.27,189.2,860,28.20512821,South,Vellore,860.27
OD4067,Ram,04-07-2015,2015,July,7,4,Food Grains,Atta & Flour,2169.8,0.18,114.2,2284,5.263157895,South,Ooty,2284.18
OD4068,Alan,22-04-2018,2018,April,4,22,Oil & Masala,Spices,768.22,0.3,313.78,1082,40.84507042,South,Dharmapuri,1082.3
OD4069,Shree,17-12-2018,2018,December,12,17,Snacks,Noodles,1510.44,0.1,331.56,1842,21.95121951,South,Nagercoil,1842.1
OD4070,Malik,07-12-2018,2018,December,12,7,"Eggs, Meat & Fish",Fish,1732.8,0.1,91.2,1824,5.263157895,South,Bodi,1824.1
OD4071,Mathew,18-04-2017,2017,April,4,18,Bakery,Biscuits,1585.5,0.28,528.5,2114,33.33333333,South,Tenkasi,2114.28
OD4072,Ravi,20-10-2018,2018,October,10,20,Bakery,Biscuits,391.92,0.14,176.08,568,44.92753623,South,Ramanadhapuram,568.14
OD4073,Vinne,08-04-2017,2017,April,4,8,Beverages,Health Drinks,536.94,0.27,405.06,942,75.43859649,South,Karur,942.27
OD4074,Ram,16-09-2016,2016,September,9,16,Bakery,Cakes,458.88,0.24,258.12,717,56.25,South,Chennai,717.24
OD4075,Suresh,24-10-2018,2018,October,10,24,Fruits & Veggies,Fresh Vegetables,517.79,0.1,51.21,569,9.89010989,South,Nagercoil,569.1
OD4076,Verma,12-12-2017,2017,December,12,12,Food Grains,Atta & Flour,1440.19,0.11,1000.81,2441,69.49152542,South,Namakkal,2441.11
OD4077,Aditi,10-12-2016,2016,December,12,10,Fruits & Veggies,Organic Fruits,1819.08,0.35,136.92,1956,7.52688172,South,Trichy,1956.35
OD4078,Surya,21-09-2016,2016,September,9,21,Beverages,Soft Drinks,1991.78,0.33,437.22,2429,21.95121951,South,Virudhunagar,2429.33
OD4079,Arutra,09-06-2018,2018,June,6,9,Bakery,Breads & Buns,1429.36,0.19,672.64,2102,47.05882353,South,Virudhunagar,2102.19
OD4080,Sundar,07-12-2015,2015,December,12,7,Beverages,Soft Drinks,507.6,0.17,32.4,540,6.382978723,South,Dharmapuri,540.17
OD4081,Kumar,18-09-2017,2017,September,9,18,Oil & Masala,Spices,1753.55,0.2,309.45,2063,17.64705882,South,Madurai,2063.2
OD4082,Vinne,04-09-2017,2017,September,9,4,"Eggs, Meat & Fish",Mutton,1432.2,0.11,107.8,1540,7.52688172,South,Krishnagiri,1540.11
OD4083,Sharon,19-07-2017,2017,July,7,19,Bakery,Biscuits,892.5,0.18,157.5,1050,17.64705882,South,Ramanadhapuram,1050.18
OD4084,Surya,04-05-2018,2018,May,5,4,Fruits & Veggies,Fresh Vegetables,945.37,0.18,465.63,1411,49.25373134,South,Madurai,1411.18
OD4085,Adavan,02-04-2015,2015,April,4,2,Oil & Masala,Spices,1260.96,0.32,515.04,1776,40.84507042,South,Karur,1776.32
OD4086,Yusuf,03-03-2018,2018,March,3,3,"Eggs, Meat & Fish",Eggs,986.7,0.23,508.3,1495,51.51515152,South,Salem,1495.23
OD4087,Komal,11-09-2018,2018,September,9,11,"Eggs, Meat & Fish",Mutton,562.1,0.11,207.9,770,36.98630137,South,Krishnagiri,770.11
OD4088,Esther,20-10-2018,2018,October,10,20,Fruits & Veggies,Organic Vegetables,665.6,0.25,358.4,1024,53.84615385,South,Tenkasi,1024.25
OD4089,Malik,14-07-2017,2017,July,7,14,Oil & Masala,Masalas,2177.13,0.1,163.87,2341,7.52688172,South,Kanyakumari,2341.1
OD4090,Verma,16-10-2018,2018,October,10,16,Food Grains,Rice,967.8,0.33,645.2,1613,66.66666667,South,Madurai,1613.33
OD4091,Amy,04-07-2015,2015,July,7,4,Snacks,Noodles,642.6,0.19,428.4,1071,66.66666667,South,Krishnagiri,1071.19
OD4092,Shree,12-04-2017,2017,April,4,12,Bakery,Biscuits,1968.8,0.12,171.2,2140,8.695652174,South,Dharmapuri,2140.12
OD4093,Surya,04-09-2017,2017,September,9,4,Oil & Masala,Spices,722.15,0.31,388.85,1111,53.84615385,South,Dharmapuri,1111.31
OD4094,Akash,23-08-2016,2016,August,8,23,Snacks,Chocolates,2084.81,0.2,206.19,2291,9.89010989,South,Vellore,2291.2
OD4095,Sharon,23-08-2016,2016,August,8,23,Bakery,Cakes,855,0.34,645,1500,75.43859649,South,Pudukottai,1500.34
OD4096,Mathew,04-09-2016,2016,September,9,4,Beverages,Soft Drinks,1659.84,0.11,524.16,2184,31.57894737,South,Salem,2184.11
OD4097,Yusuf,09-01-2016,2016,January,1,9,Oil & Masala,Edible Oil & Ghee,1405.25,0.1,419.75,1825,29.87012987,South,Theni,1825.1
OD4098,Jackson,11-06-2016,2016,June,6,11,"Eggs, Meat & Fish",Fish,895.03,0.24,621.97,1517,69.49152542,South,Chennai,1517.24
OD4099,Akash,25-07-2017,2017,July,7,25,"Eggs, Meat & Fish",Mutton,375.05,0.31,201.95,577,53.84615385,South,Viluppuram,577.31
OD4100,Ramesh,27-09-2016,2016,September,9,27,Food Grains,Dals & Pulses,1360.8,0.27,583.2,1944,42.85714286,South,Bodi,1944.27
OD4101,Kumar,14-11-2015,2015,November,11,14,Snacks,Noodles,583.86,0.15,205.14,789,35.13513514,South,Theni,789.15
OD4102,Surya,04-05-2018,2018,May,5,4,"Eggs, Meat & Fish",Mutton,642.95,0.18,526.05,1169,81.81818182,South,Madurai,1169.18
OD4103,Hafiz,20-06-2018,2018,June,6,20,"Eggs, Meat & Fish",Chicken,584.64,0.25,459.36,1044,78.57142857,South,Trichy,1044.25
OD4104,Anu,27-06-2015,2015,June,6,27,Beverages,Health Drinks,1394.56,0.21,784.44,2179,56.25,South,Namakkal,2179.21
OD4105,Veena,25-09-2018,2018,September,9,25,"Eggs, Meat & Fish",Mutton,674.56,0.26,317.44,992,47.05882353,South,Dindigul,992.26
OD4106,Aditi,21-07-2018,2018,July,7,21,Snacks,Chocolates,868.21,0.25,230.79,1099,26.58227848,South,Cumbum,1099.25
OD4107,Ravi,21-07-2018,2018,July,7,21,Food Grains,Organic Staples,1920.96,0.33,287.04,2208,14.94252874,South,Ramanadhapuram,2208.33
OD4108,Shree,04-09-2017,2017,September,9,4,Oil & Masala,Edible Oil & Ghee,757.68,0.2,103.32,861,13.63636364,South,Krishnagiri,861.2
OD4109,Vince,06-11-2015,2015,November,11,6,Snacks,Chocolates,1361.52,0.14,834.48,2196,61.29032258,South,Salem,2196.14
OD4110,Ganesh,19-07-2017,2017,July,7,19,Beverages,Health Drinks,659.34,0.16,154.66,814,23.45679012,South,Karur,814.16
OD4111,Vinne,20-01-2015,2015,January,1,20,Beverages,Soft Drinks,1414.4,0.13,353.6,1768,25,South,Ooty,1768.13
OD4112,Haseena,10-11-2017,2017,November,11,10,Oil & Masala,Spices,1960.8,0.17,319.2,2280,16.27906977,South,Pudukottai,2280.17
OD4113,Shah,14-02-2017,2017,February,2,14,Fruits & Veggies,Organic Vegetables,1950.88,0.32,241.12,2192,12.35955056,South,Nagercoil,2192.32
OD4114,Ravi,13-06-2018,2018,June,6,13,Fruits & Veggies,Fresh Vegetables,1254.6,0.21,836.4,2091,66.66666667,South,Trichy,2091.21
OD4115,Vinne,11-06-2016,2016,June,6,11,Bakery,Biscuits,899.14,0.2,442.86,1342,49.25373134,South,Tenkasi,1342.2
OD4116,Ridhesh,26-10-2018,2018,October,10,26,"Eggs, Meat & Fish",Eggs,1204,0.32,516,1720,42.85714286,South,Cumbum,1720.32
OD4117,Muneer,19-11-2018,2018,November,11,19,Fruits & Veggies,Organic Vegetables,1659.2,0.15,414.8,2074,25,South,Pudukottai,2074.15
OD4118,Willams,13-09-2016,2016,September,9,13,"Eggs, Meat & Fish",Mutton,949.05,0.32,715.95,1665,75.43859649,South,Trichy,1665.32
OD4119,Esther,19-05-2018,2018,May,5,19,Food Grains,Organic Staples,751.07,0.31,521.93,1273,69.49152542,South,Ooty,1273.31
OD4120,Alan,25-11-2017,2017,November,11,25,Oil & Masala,Spices,510.72,0.21,287.28,798,56.25,South,Namakkal,798.21
OD4121,Sharon,21-09-2016,2016,September,9,21,Fruits & Veggies,Organic Vegetables,1630.22,0.31,572.78,2203,35.13513514,South,Ramanadhapuram,2203.31
OD4122,Ganesh,21-09-2016,2016,September,9,21,Bakery,Cakes,1190.59,0.29,586.41,1777,49.25373134,South,Madurai,1777.29
OD4123,Jonas,29-09-2017,2017,September,9,29,Snacks,Cookies,1390.72,0.2,782.28,2173,56.25,South,Perambalur,2173.2
OD4124,Malik,25-12-2017,2017,December,12,25,Fruits & Veggies,Organic Vegetables,440.04,0.2,331.96,772,75.43859649,South,Nagercoil,772.2
OD4125,Roshan,12-03-2018,2018,March,3,12,Bakery,Biscuits,1868.52,0.3,162.48,2031,8.695652174,South,Perambalur,2031.3
OD4126,Arutra,03-02-2016,2016,February,2,3,Beverages,Soft Drinks,939.6,0.21,140.4,1080,14.94252874,South,Tenkasi,1080.21
OD4127,Verma,14-05-2018,2018,May,5,14,Bakery,Cakes,372.96,0.11,131.04,504,35.13513514,South,Chennai,504.11
OD4128,Mathew,08-09-2015,2015,September,9,8,Fruits & Veggies,Organic Vegetables,1569.92,0.33,214.08,1784,13.63636364,South,Nagercoil,1784.33
OD4129,Ganesh,26-07-2015,2015,July,7,26,Oil & Masala,Edible Oil & Ghee,784.56,0.34,149.44,934,19.04761905,South,Tenkasi,934.34
OD4130,Vince,27-11-2018,2018,November,11,27,Snacks,Noodles,1615.02,0.35,831.98,2447,51.51515152,South,Pudukottai,2447.35
OD4131,Alan,26-04-2016,2016,April,4,26,"Eggs, Meat & Fish",Mutton,1363,0.33,987,2350,72.4137931,South,Vellore,2350.33
OD4132,Suresh,11-04-2018,2018,April,4,11,Beverages,Health Drinks,1559.92,0.33,734.08,2294,47.05882353,South,Tenkasi,2294.33
OD4133,Aditi,02-12-2018,2018,December,12,2,Fruits & Veggies,Organic Fruits,1046.43,0.27,312.57,1359,29.87012987,South,Virudhunagar,1359.27
OD4134,Jackson,18-09-2017,2017,September,9,18,Bakery,Breads & Buns,568.71,0.28,70.29,639,12.35955056,South,Karur,639.28
OD4135,Peer,18-11-2018,2018,November,11,18,Snacks,Chocolates,1219.2,0.28,685.8,1905,56.25,South,Namakkal,1905.28
OD4136,Vince,14-10-2017,2017,October,10,14,Food Grains,Rice,438.9,0.15,359.1,798,81.81818182,South,Coimbatore,798.15
OD4137,Willams,17-09-2015,2015,September,9,17,Fruits & Veggies,Organic Fruits,1380.54,0.34,1041.46,2422,75.43859649,South,Ooty,2422.34
OD4138,Sundar,27-08-2018,2018,August,8,27,"Eggs, Meat & Fish",Mutton,1299.75,0.17,433.25,1733,33.33333333,South,Tenkasi,1733.17
OD4139,Sudeep,18-11-2018,2018,November,11,18,"Eggs, Meat & Fish",Eggs,450.45,0.24,134.55,585,29.87012987,South,Tenkasi,585.24
OD4140,Jonas,03-06-2018,2018,June,6,3,Food Grains,Atta & Flour,1137.7,0.28,697.3,1835,61.29032258,South,Cumbum,1835.28
OD4141,Ramesh,15-11-2015,2015,November,11,15,"Eggs, Meat & Fish",Eggs,949.85,0.26,777.15,1727,81.81818182,South,Vellore,1727.26
OD4142,Krithika,03-11-2018,2018,November,11,3,Oil & Masala,Masalas,649.14,0.26,397.86,1047,61.29032258,South,Pudukottai,1047.26
OD4143,Shah,03-12-2016,2016,December,12,3,Snacks,Cookies,1494.48,0.31,421.52,1916,28.20512821,South,Pudukottai,1916.31
OD4144,Shah,01-12-2017,2017,December,12,1,"Eggs, Meat & Fish",Mutton,1146.4,0.1,286.6,1433,25,South,Ramanadhapuram,1433.1
OD4145,Sheeba,29-05-2017,2017,May,5,29,Fruits & Veggies,Organic Fruits,361.34,0.33,261.66,623,72.4137931,South,Theni,623.33
OD4146,Amrish,21-12-2016,2016,December,12,21,Fruits & Veggies,Organic Fruits,506.24,0.18,284.76,791,56.25,South,Dindigul,791.18
OD4147,Muneer,22-09-2017,2017,September,9,22,Snacks,Noodles,1209.92,0.15,382.08,1592,31.57894737,South,Krishnagiri,1592.15
OD4148,Haseena,12-03-2016,2016,March,3,12,Food Grains,Organic Staples,1627.77,0.35,243.23,1871,14.94252874,South,Theni,1871.35
OD4149,Alan,04-11-2018,2018,November,11,4,Snacks,Cookies,876.08,0.12,55.92,932,6.382978723,South,Nagercoil,932.12
OD4150,James,04-09-2018,2018,September,9,4,Food Grains,Dals & Pulses,1655.1,0.19,183.9,1839,11.11111111,South,Trichy,1839.19
OD4151,Sudeep,06-06-2015,2015,June,6,6,Fruits & Veggies,Fresh Vegetables,901.46,0.1,57.54,959,6.382978723,South,Pudukottai,959.1
OD4152,Roshan,03-11-2018,2018,November,11,3,Beverages,Health Drinks,663.09,0.32,49.91,713,7.52688172,South,Chennai,713.32
OD4153,Peer,14-01-2017,2017,January,1,14,Fruits & Veggies,Fresh Fruits,995.4,0.18,264.6,1260,26.58227848,South,Nagercoil,1260.18
OD4154,Vinne,06-12-2015,2015,December,12,6,Fruits & Veggies,Organic Vegetables,1437.04,0.17,195.96,1633,13.63636364,South,Ramanadhapuram,1633.17
OD4155,Sabeela,20-02-2017,2017,February,2,20,Bakery,Breads & Buns,964.6,0.3,95.4,1060,9.89010989,South,Karur,1060.3
OD4156,Vinne,03-11-2015,2015,November,11,3,Bakery,Biscuits,956.84,0.13,302.16,1259,31.57894737,South,Madurai,1259.13
OD4157,Esther,25-12-2016,2016,December,12,25,Snacks,Noodles,599.4,0.2,66.6,666,11.11111111,South,Pudukottai,666.2
OD4158,Arutra,20-11-2016,2016,November,11,20,Oil & Masala,Masalas,1410.24,0.24,397.76,1808,28.20512821,South,Chennai,1808.24
OD4159,Sundar,03-11-2015,2015,November,11,3,Oil & Masala,Spices,1744.08,0.33,491.92,2236,28.20512821,South,Theni,2236.33
OD4160,Esther,09-09-2018,2018,September,9,9,Bakery,Breads & Buns,1356.75,0.23,452.25,1809,33.33333333,South,Pudukottai,1809.23
OD4161,Adavan,01-05-2018,2018,May,5,1,Beverages,Soft Drinks,2060.55,0.14,108.45,2169,5.263157895,South,Tirunelveli,2169.14
OD4162,Peer,14-10-2017,2017,October,10,14,Oil & Masala,Edible Oil & Ghee,529.2,0.16,100.8,630,19.04761905,South,Chennai,630.16
OD4163,Veena,03-12-2018,2018,December,12,3,"Eggs, Meat & Fish",Eggs,1185,0.19,395,1580,33.33333333,South,Ooty,1580.19
OD4164,Arutra,28-04-2018,2018,April,4,28,Beverages,Soft Drinks,1626.9,0.16,243.1,1870,14.94252874,South,Namakkal,1870.16
OD4165,Arutra,31-12-2017,2017,December,12,31,Oil & Masala,Spices,943.36,0.1,530.64,1474,56.25,South,Karur,1474.1
OD4166,Mathew,04-03-2015,2015,March,3,4,Food Grains,Organic Staples,1029.5,0.29,420.5,1450,40.84507042,South,Perambalur,1450.29
OD4167,Adavan,08-01-2017,2017,January,1,8,Beverages,Soft Drinks,1218.96,0.21,474.04,1693,38.88888889,South,Vellore,1693.21
OD4168,Jonas,15-11-2015,2015,November,11,15,Bakery,Breads & Buns,1453.28,0.2,890.72,2344,61.29032258,South,Virudhunagar,2344.2
OD4169,Surya,09-07-2016,2016,July,7,9,Snacks,Chocolates,1350.72,0.14,793.28,2144,58.73015873,South,Viluppuram,2144.14
OD4170,Arutra,11-12-2017,2017,December,12,11,Snacks,Chocolates,1107.6,0.12,738.4,1846,66.66666667,South,Salem,1846.12
OD4171,Veena,12-12-2015,2015,December,12,12,Fruits & Veggies,Fresh Vegetables,454.89,0.34,316.11,771,69.49152542,South,Ooty,771.34
OD4172,Amy,06-09-2017,2017,September,9,6,Beverages,Soft Drinks,966.4,0.19,543.6,1510,56.25,South,Virudhunagar,1510.19
OD4173,Surya,14-01-2018,2018,January,1,14,"Eggs, Meat & Fish",Mutton,534.24,0.17,101.76,636,19.04761905,South,Trichy,636.17
